musteri,yas,kidem_suresi,egitim,is_durumu,meslek_grubu,tarih,target
629be4ee6e,24.0,86.0,5f8ca0f83b,d36d84f51a,,20190601,0
01f7816f7e,21.0,11.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
3fa7f32724,23.0,46.0,7e6640bfe0,d36d84f51a,,20190601,0
941af1a829,34.0,407.0,7e6640bfe0,ba7b390fc4,44af6626d6,20190601,0
3ef93c9ce0,26.0,74.0,7e6640bfe0,915be3a7a4,44af6626d6,20190601,0
9f08dea106,25.0,11.0,7e6640bfe0,991c4998fb,314826bda8,20190601,1
8e9b9b2813,35.0,179.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
2121798de5,26.0,62.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
8a13fb5c9d,25.0,97.0,5f8ca0f83b,ba7b390fc4,7330d6bdb3,20190601,0
a45e03e40d,31.0,72.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
616ae72700,38.0,240.0,7e6640bfe0,915be3a7a4,44af6626d6,20190601,0
0f3d18c299,25.0,78.0,5f8ca0f83b,d36d84f51a,,20190601,0
57ed301d52,20.0,40.0,5f8ca0f83b,242927d0f5,91ed9c1e18,20190601,0
40cc6f1ac6,25.0,79.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
8fc99bede5,24.0,61.0,7e6640bfe0,ba7b390fc4,62260c15fb,20190601,0
cb1e598de9,27.0,95.0,7e6640bfe0,915be3a7a4,,20190601,1
2f69956b80,24.0,85.0,5f8ca0f83b,d36d84f51a,,20190601,0
b466ab095a,42.0,185.0,7e6640bfe0,ba7b390fc4,44af6626d6,20190601,0
c38bc75f6b,20.0,10.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
b2cfef1c81,22.0,151.0,5f8ca0f83b,d36d84f51a,,20190601,0
9efa0c13e9,28.0,67.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
ef406584ed,21.0,8.0,7bb291e291,eb35a5eb6b,,20190601,0
d5878e2aa1,24.0,10.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
e8a70fbfce,20.0,11.0,7e6640bfe0,d36d84f51a,,20190601,0
0e4fce01fa,26.0,24.0,5f8ca0f83b,eb35a5eb6b,,20190601,0
b226d0ee04,34.0,97.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
9456725b80,28.0,121.0,7e6640bfe0,ba7b390fc4,44af6626d6,20190601,0
5bbe1f84b3,40.0,142.0,5f8ca0f83b,242927d0f5,91ed9c1e18,20190601,0
d650ea6b0e,27.0,95.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
0d111e126d,20.0,21.0,7e6640bfe0,d36d84f51a,44af6626d6,20190601,0
e8f6545efe,21.0,10.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
d2d6de1e2e,42.0,89.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
113da1532a,26.0,88.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
5aa2de5eba,22.0,9.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
be72f8ea3d,31.0,96.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
9c482b09d7,21.0,43.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
1f0c32b0c8,22.0,77.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
bf533bdec9,31.0,166.0,01a4f2c96c,991c4998fb,,20190601,0
5f389133f9,21.0,46.0,5f8ca0f83b,51be29729b,,20190601,0
065d62dd7b,23.0,58.0,5f8ca0f83b,d36d84f51a,,20190601,0
7ceb633fdf,42.0,215.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,1
986f559d03,21.0,16.0,7e6640bfe0,d36d84f51a,44af6626d6,20190601,0
61f264cf22,34.0,180.0,7e6640bfe0,ba7b390fc4,6da8606d6e,20190601,0
b8a8b2f4d4,20.0,28.0,7e6640bfe0,d36d84f51a,,20190601,0
fe74862bca,28.0,120.0,5f8ca0f83b,d36d84f51a,,20190601,0
44cf793c5a,30.0,14.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
a7c99f1a05,27.0,183.0,5f8ca0f83b,915be3a7a4,44af6626d6,20190601,0
c1771e7c75,24.0,71.0,7e6640bfe0,d36d84f51a,44af6626d6,20190601,0
d5313a2199,28.0,100.0,7e6640bfe0,915be3a7a4,ba91c4a92b,20190601,0
33a0a1e694,22.0,122.0,7e6640bfe0,d36d84f51a,,20190601,0
74ae560395,30.0,79.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
68762c903a,47.0,18.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
0b3972ee3d,18.0,3.0,5f8ca0f83b,915be3a7a4,51155d7cc3,20190601,0
eb9e664d8b,22.0,53.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
cc285f3f98,26.0,138.0,7e6640bfe0,991c4998fb,b18c21407b,20190601,0
b171ff3997,19.0,43.0,5f8ca0f83b,51be29729b,,20190601,0
a63df28bbf,45.0,89.0,7bb291e291,ba7b390fc4,44af6626d6,20190601,0
28b01b2b1d,28.0,61.0,7bb291e291,991c4998fb,44af6626d6,20190601,1
380f7aa257,28.0,142.0,7e6640bfe0,915be3a7a4,9034d4c83c,20190601,0
a404d68ef1,26.0,37.0,7e6640bfe0,991c4998fb,ba91c4a92b,20190601,0
2d7cf6302e,23.0,64.0,7e6640bfe0,915be3a7a4,44af6626d6,20190601,0
7ec8539da3,20.0,1.0,7e6640bfe0,d36d84f51a,,20190601,0
2d76d9af59,20.0,36.0,7e6640bfe0,d36d84f51a,,20190601,0
9c2af09559,20.0,189.0,7e6640bfe0,991c4998fb,527516f307,20190601,0
28efa88788,43.0,185.0,7bb291e291,242927d0f5,91ed9c1e18,20190601,0
fdf98bd563,22.0,45.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
5ecd20d546,32.0,165.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,1
08228d57a7,26.0,82.0,7e6640bfe0,915be3a7a4,,20190601,0
052085dbad,24.0,138.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
2536bdd8b8,27.0,78.0,5f8ca0f83b,915be3a7a4,,20190601,0
fc721735a4,46.0,108.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
f6d1e76ca4,18.0,4.0,5f8ca0f83b,d36d84f51a,,20190601,0
f6355c0128,21.0,51.0,5f8ca0f83b,51be29729b,,20190601,0
27e5949cf5,22.0,68.0,5f8ca0f83b,d36d84f51a,,20190601,0
c84d7bc292,28.0,127.0,7bb291e291,991c4998fb,51155d7cc3,20190601,0
42ffe37b3e,21.0,120.0,7bb291e291,51be29729b,,20190601,0
1c7f1551c5,22.0,191.0,5f8ca0f83b,991c4998fb,4e1d23cb0a,20190601,0
b4cd6a93e2,25.0,16.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
2c0e575935,20.0,60.0,7bb291e291,51be29729b,,20190601,0
337d22ee17,21.0,37.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
0f91897218,20.0,12.0,5f8ca0f83b,d36d84f51a,,20190601,0
5d32d6db10,21.0,147.0,7e6640bfe0,d36d84f51a,,20190601,0
f2549b22ac,21.0,23.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
e217622bcf,22.0,36.0,5f8ca0f83b,51be29729b,,20190601,0
a865f7f501,26.0,90.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
c73d0f4e03,49.0,88.0,7bb291e291,915be3a7a4,44af6626d6,20190601,0
a93b515b9a,19.0,9.0,7e6640bfe0,d36d84f51a,,20190601,0
0c999978a1,20.0,105.0,7e6640bfe0,d36d84f51a,,20190601,0
2b59c5c03e,21.0,32.0,5f8ca0f83b,d36d84f51a,,20190601,0
1436483fc7,20.0,9.0,5f8ca0f83b,d36d84f51a,,20190601,0
f6bc45b6b6,20.0,29.0,5f8ca0f83b,51be29729b,,20190601,0
c0ff616e67,34.0,135.0,7e6640bfe0,991c4998fb,314826bda8,20190601,0
bf853c0087,35.0,79.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,1
b44dce4fd4,25.0,18.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
8d5cb1a419,25.0,24.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
66d5ad0c6e,26.0,55.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
342914c466,18.0,97.0,7bb291e291,915be3a7a4,,20190601,0
3d5e9f0cb3,18.0,3.0,5f8ca0f83b,51be29729b,,20190601,0
6c14369ef1,20.0,7.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
032e6c4ef0,21.0,84.0,5f8ca0f83b,b026b8ee68,44af6626d6,20190601,0
5d08914656,21.0,22.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
a20e761fd3,24.0,77.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
46d60e9f7a,21.0,12.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
f1411f57a1,30.0,209.0,7e6640bfe0,915be3a7a4,,20190601,0
f33ee80102,38.0,206.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
194e683454,35.0,241.0,7e6640bfe0,915be3a7a4,bfd9cb6270,20190601,0
a3d31d1cb9,27.0,61.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
348707cd7e,31.0,238.0,7e6640bfe0,a996720382,44af6626d6,20190601,1
c69385f405,27.0,104.0,5f8ca0f83b,242927d0f5,44af6626d6,20190601,0
b65b2a75ff,29.0,78.0,7bb291e291,242927d0f5,91ed9c1e18,20190601,0
53b705bbed,33.0,68.0,01a4f2c96c,d36d84f51a,,20190601,0
40e072e998,30.0,44.0,7e6640bfe0,d36d84f51a,,20190601,0
9bb2161f7e,38.0,141.0,01a4f2c96c,991c4998fb,44af6626d6,20190601,0
9f647ebb4c,28.0,48.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
7e253147d2,19.0,58.0,5f8ca0f83b,51be29729b,,20190601,0
7fe9446796,30.0,82.0,7e6640bfe0,915be3a7a4,,20190601,0
1e88748526,26.0,42.0,7e6640bfe0,d36d84f51a,,20190601,0
e2b4789dcb,44.0,52.0,7bb291e291,b026b8ee68,44af6626d6,20190601,0
b3dcfb0a65,22.0,57.0,5f8ca0f83b,242927d0f5,91ed9c1e18,20190601,0
013e8f2599,21.0,9.0,5f8ca0f83b,915be3a7a4,44af6626d6,20190601,0
11b1920176,22.0,32.0,7e6640bfe0,d36d84f51a,,20190601,0
a637713e55,32.0,60.0,7e6640bfe0,991c4998fb,419188ba43,20190601,0
65cc686c87,23.0,24.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
1667c9a332,24.0,69.0,5f8ca0f83b,51be29729b,,20190601,0
bf8da874ed,27.0,37.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
1116846bc0,26.0,113.0,7e6640bfe0,991c4998fb,ba91c4a92b,20190601,0
ec33cbf89d,37.0,81.0,5f8ca0f83b,b026b8ee68,44af6626d6,20190601,0
b7ccc157dd,22.0,8.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
8a79c3a239,31.0,9.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
fd539222cc,24.0,46.0,,,,20190601,0
191b6dc16e,29.0,31.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
1d9165e46f,24.0,47.0,7e6640bfe0,d36d84f51a,,20190601,0
13e7df551a,22.0,16.0,5f8ca0f83b,d36d84f51a,,20190601,0
41e6040b5c,20.0,23.0,7e6640bfe0,d36d84f51a,,20190601,0
b5ae99143e,37.0,189.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
bcbe7cb611,28.0,105.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,1
9e0d353795,39.0,236.0,7e6640bfe0,ba7b390fc4,62260c15fb,20190601,0
437384d1cf,24.0,54.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
ee7db138e2,26.0,80.0,7e6640bfe0,915be3a7a4,ba91c4a92b,20190601,0
235cd6d522,30.0,52.0,7e6640bfe0,ba7b390fc4,44af6626d6,20190601,0
c29efbee0c,42.0,123.0,5f8ca0f83b,b026b8ee68,44af6626d6,20190601,0
2c5033a8da,26.0,68.0,7bb291e291,915be3a7a4,44af6626d6,20190601,0
d0cecd7168,30.0,43.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
4b6ce69d84,20.0,40.0,5f8ca0f83b,51be29729b,,20190601,0
8970b8eb0e,29.0,116.0,7e6640bfe0,d36d84f51a,,20190601,0
99473ddf44,48.0,273.0,5f8ca0f83b,289777e76d,,20190601,0
544464ae76,28.0,4.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
08e271da50,21.0,34.0,7e6640bfe0,d36d84f51a,,20190601,0
8976338712,19.0,100.0,7e6640bfe0,d36d84f51a,,20190601,0
267a8f12a6,25.0,41.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
45e79d6550,43.0,161.0,7e6640bfe0,242927d0f5,44af6626d6,20190601,0
0fe635c97a,22.0,45.0,7e6640bfe0,d36d84f51a,,20190601,0
6f179caae2,24.0,52.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
f555050b00,32.0,90.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
54445f8519,33.0,169.0,7e6640bfe0,a996720382,44af6626d6,20190601,0
5bff2203fa,22.0,22.0,7e6640bfe0,d36d84f51a,,20190601,0
7347cfc73b,26.0,82.0,7e6640bfe0,915be3a7a4,44af6626d6,20190601,0
a5b54829fb,28.0,110.0,5f8ca0f83b,915be3a7a4,,20190601,0
ec760a1bf3,27.0,32.0,5f8ca0f83b,d36d84f51a,,20190601,0
afeb0b3c12,21.0,61.0,5f8ca0f83b,d36d84f51a,,20190601,0
ec2ad7571c,27.0,24.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
239085bb42,20.0,19.0,7e6640bfe0,d36d84f51a,,20190601,0
51b36401a4,32.0,25.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
8291753338,19.0,23.0,5f8ca0f83b,51be29729b,,20190601,0
ba663e746a,34.0,139.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
58536007a3,27.0,142.0,5f8ca0f83b,51be29729b,,20190601,0
b9a450ea0c,23.0,26.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
d51787f1df,19.0,22.0,7e6640bfe0,d36d84f51a,44af6626d6,20190601,0
2a8a848a30,28.0,53.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
0f4049b11e,21.0,116.0,7e6640bfe0,d36d84f51a,,20190601,0
f3c4fef507,24.0,69.0,5f8ca0f83b,d36d84f51a,,20190601,0
304261fdfa,25.0,62.0,5f8ca0f83b,915be3a7a4,44af6626d6,20190601,0
3309cdb2f2,25.0,129.0,7bb291e291,915be3a7a4,44af6626d6,20190601,0
2d17a93855,28.0,66.0,7e6640bfe0,ba7b390fc4,6da8606d6e,20190601,0
675101dc9f,23.0,158.0,5f8ca0f83b,d36d84f51a,,20190601,0
fe350b0537,44.0,190.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
e1bf7d05ea,30.0,132.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
2d2274439d,26.0,141.0,7e6640bfe0,915be3a7a4,,20190601,0
a58c293c01,21.0,41.0,7bb291e291,51be29729b,,20190601,0
21b543c78d,26.0,17.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
cb5d44f789,26.0,28.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
bbb0f9744b,19.0,27.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
45510e4e69,26.0,5.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
259d5c1667,30.0,166.0,7e6640bfe0,51be29729b,,20190601,0
59205bdd2b,18.0,1.0,7e6640bfe0,d36d84f51a,,20190601,0
4b0aa9dc0d,23.0,63.0,7e6640bfe0,d36d84f51a,,20190601,0
68058e3fa6,22.0,46.0,7e6640bfe0,d36d84f51a,,20190601,0
836694495e,22.0,33.0,7e6640bfe0,d36d84f51a,,20190601,0
3a089239ae,22.0,46.0,7e6640bfe0,242927d0f5,91ed9c1e18,20190601,0
013ed66a92,28.0,14.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
e291df2fa7,35.0,176.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
d090b2d7ac,24.0,70.0,7e6640bfe0,d36d84f51a,,20190601,0
0e59a299f3,34.0,187.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
78a6628ae4,41.0,232.0,5f8ca0f83b,242927d0f5,44af6626d6,20190601,0
aacb6b13d3,36.0,93.0,5f8ca0f83b,289777e76d,,20190601,0
0203daa738,21.0,201.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
fab3541e2c,46.0,90.0,7bb291e291,ba7b390fc4,44af6626d6,20190601,0
10a03b5d92,25.0,50.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
47c29c85af,21.0,0.0,7e6640bfe0,d36d84f51a,,20190601,0
b76174628d,41.0,216.0,7e6640bfe0,ba7b390fc4,314826bda8,20190601,0
0fe553fcd1,21.0,20.0,7e6640bfe0,d36d84f51a,,20190601,0
699c92ce5b,29.0,149.0,7e6640bfe0,915be3a7a4,,20190601,0
0a9e5451fd,20.0,21.0,5f8ca0f83b,d36d84f51a,,20190601,0
bb90129bbb,24.0,51.0,7e6640bfe0,d36d84f51a,,20190601,0
3222f7258d,28.0,68.0,7e6640bfe0,915be3a7a4,b18c21407b,20190601,0
b5d2520c90,33.0,45.0,7e6640bfe0,d36d84f51a,,20190601,0
3b07b532f3,27.0,107.0,7e6640bfe0,242927d0f5,070e3be3ae,20190601,0
074be25d00,23.0,95.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
6c401c6eb1,26.0,91.0,,915be3a7a4,,20190601,0
557f59367f,27.0,119.0,5f8ca0f83b,242927d0f5,91ed9c1e18,20190601,1
829dd58a25,20.0,50.0,5f8ca0f83b,51be29729b,,20190601,0
b785f81b3e,35.0,16.0,7e6640bfe0,915be3a7a4,51155d7cc3,20190601,0
0114f1ca2d,29.0,26.0,7e6640bfe0,ba7b390fc4,7330d6bdb3,20190601,1
b5150a20c5,18.0,57.0,5f8ca0f83b,51be29729b,,20190601,0
ade806100e,22.0,187.0,5f8ca0f83b,d36d84f51a,,20190601,0
a2be09353c,22.0,32.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
9debe6a24c,30.0,134.0,7e6640bfe0,991c4998fb,b18c21407b,20190601,0
58f8afe730,23.0,58.0,7e6640bfe0,d36d84f51a,44af6626d6,20190601,0
2f80270520,24.0,58.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
a9656a5814,24.0,58.0,7e6640bfe0,d36d84f51a,,20190601,0
42d2f82452,24.0,22.0,7e6640bfe0,eb35a5eb6b,,20190601,0
c15ffe9a1e,22.0,58.0,7e6640bfe0,d36d84f51a,,20190601,0
2e2daaa533,26.0,68.0,5f8ca0f83b,915be3a7a4,,20190601,0
de83e39f1f,43.0,56.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
fe172d7ca4,31.0,159.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
6eb96b6c58,28.0,160.0,7e6640bfe0,915be3a7a4,,20190601,0
6e9e01a6e6,21.0,36.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
15de46ef62,25.0,68.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
61eda3c6f7,33.0,166.0,7e6640bfe0,ba7b390fc4,bfd9cb6270,20190601,0
66bea294a2,19.0,10.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
9ef719b70e,24.0,57.0,7e6640bfe0,d36d84f51a,,20190601,0
3b621457b3,31.0,58.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
715982f272,21.0,8.0,7e6640bfe0,d36d84f51a,,20190601,0
1ea10e9bd3,24.0,80.0,5f8ca0f83b,915be3a7a4,,20190601,0
b74fc5f503,28.0,48.0,7e6640bfe0,991c4998fb,527516f307,20190601,0
a0fe8fce8d,22.0,47.0,5f8ca0f83b,51be29729b,,20190601,0
d48afe0ba8,23.0,57.0,7e6640bfe0,d36d84f51a,,20190601,0
3e8a4d6e91,30.0,25.0,7e6640bfe0,eb35a5eb6b,,20190601,0
8a40f8c995,23.0,39.0,,,,20190601,0
ed119554ef,25.0,73.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
41b319a069,22.0,34.0,5f8ca0f83b,d36d84f51a,,20190601,0
2b80cbeae6,37.0,83.0,5f8ca0f83b,ba7b390fc4,44af6626d6,20190601,0
b2f6741b66,39.0,166.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
9ff43115f8,24.0,15.0,7e6640bfe0,991c4998fb,9034d4c83c,20190601,0
96e5187830,21.0,33.0,7e6640bfe0,d36d84f51a,,20190601,0
bfd846cd93,24.0,15.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
64fe902a70,19.0,7.0,7e6640bfe0,d36d84f51a,,20190601,0
59175bbf88,27.0,65.0,7e6640bfe0,d36d84f51a,,20190601,0
9ed7e365c9,20.0,90.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
b096745a91,30.0,43.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
dc5d1ff5cf,44.0,296.0,7e6640bfe0,ba7b390fc4,bfd9cb6270,20190601,0
a87b1db16b,38.0,109.0,5f8ca0f83b,915be3a7a4,,20190601,1
8436c4e87d,22.0,10.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
209427bc7e,33.0,124.0,7e6640bfe0,915be3a7a4,,20190601,0
03579436b8,21.0,34.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
c68069ab5e,42.0,125.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
37e1295e7c,20.0,10.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
d51942329a,19.0,2.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
83984fdb3f,22.0,15.0,7e6640bfe0,eb35a5eb6b,,20190601,0
51b5d61185,29.0,130.0,5f8ca0f83b,ba7b390fc4,bfd9cb6270,20190601,0
1965da2453,37.0,210.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
a0bf53a855,26.0,20.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
f916f8b5f5,25.0,85.0,7e6640bfe0,915be3a7a4,44af6626d6,20190601,1
11dfc4e6a4,26.0,148.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
6a9661be7a,22.0,89.0,7bb291e291,915be3a7a4,44af6626d6,20190601,0
342bd8511d,23.0,13.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
ff7a90ca51,24.0,79.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
537d731a40,37.0,37.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
ec167513b1,22.0,20.0,7e6640bfe0,d36d84f51a,,20190601,0
08d704d723,27.0,107.0,7e6640bfe0,915be3a7a4,,20190601,0
5b552f7286,30.0,121.0,7e6640bfe0,d36d84f51a,,20190601,0
30646845d7,23.0,70.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
0a8141289b,43.0,175.0,01a4f2c96c,991c4998fb,b18c21407b,20190601,0
21053dbc0d,22.0,27.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
a2b232495d,20.0,8.0,5f8ca0f83b,d36d84f51a,,20190601,0
cf4c7c1448,27.0,40.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
25d1ccdeee,24.0,87.0,,915be3a7a4,,20190601,0
07e7457f56,30.0,131.0,7e6640bfe0,d36d84f51a,,20190601,0
dfaa2d1592,23.0,66.0,7e6640bfe0,d36d84f51a,44af6626d6,20190601,0
cc9d8c8f7a,27.0,33.0,7e6640bfe0,d36d84f51a,,20190601,0
3bf4e1597a,20.0,23.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
bfbee7b038,34.0,134.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
5be4dc5fc9,24.0,57.0,7e6640bfe0,d36d84f51a,,20190601,0
a8a1dc29a4,24.0,58.0,7e6640bfe0,915be3a7a4,,20190601,0
6d6cf6b99b,25.0,69.0,7e6640bfe0,a996720382,44af6626d6,20190601,0
ba3e334639,32.0,176.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
2b766a2cae,34.0,180.0,7e6640bfe0,242927d0f5,91ed9c1e18,20190601,0
3cb3469667,25.0,39.0,5f8ca0f83b,d36d84f51a,,20190601,0
a043929d89,31.0,143.0,7e6640bfe0,915be3a7a4,44af6626d6,20190601,0
494e99f78c,20.0,36.0,7e6640bfe0,d36d84f51a,,20190601,0
4ee34d19a5,23.0,41.0,7e6640bfe0,991c4998fb,bfd9cb6270,20190601,0
61864d7298,30.0,148.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
4f3f43cdd5,21.0,24.0,7bb291e291,915be3a7a4,44af6626d6,20190601,0
f7f93c5118,27.0,82.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
d81a5e59f5,23.0,54.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
3db612bcdf,34.0,189.0,5f8ca0f83b,ba7b390fc4,314826bda8,20190601,0
d41738d717,22.0,47.0,7e6640bfe0,d36d84f51a,,20190601,0
27ce1f673d,40.0,172.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
1e8d2489ef,21.0,9.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
e1c9dadade,42.0,50.0,7e6640bfe0,ba7b390fc4,44af6626d6,20190601,1
e7a03eee7d,30.0,119.0,7e6640bfe0,991c4998fb,314826bda8,20190601,1
2222227310,24.0,64.0,7e6640bfe0,d36d84f51a,,20190601,0
d41233894a,24.0,20.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
f2f3f78953,29.0,114.0,5f8ca0f83b,915be3a7a4,44af6626d6,20190601,0
a9562b191b,29.0,46.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
29fd6508b4,26.0,144.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
dc3f596f54,29.0,46.0,7bb291e291,991c4998fb,44af6626d6,20190601,0
3153e346a0,21.0,30.0,01a4f2c96c,d36d84f51a,,20190601,0
4f11d1b975,25.0,118.0,5f8ca0f83b,d36d84f51a,44af6626d6,20190601,0
5009d6f53a,35.0,99.0,7e6640bfe0,ba7b390fc4,4e1d23cb0a,20190601,0
e3cb49e765,28.0,120.0,7e6640bfe0,d36d84f51a,,20190601,0
0348ac1d78,24.0,57.0,5f8ca0f83b,d36d84f51a,,20190601,0
a0b7de4f28,28.0,45.0,7e6640bfe0,991c4998fb,ba91c4a92b,20190601,0
9a39bf4d5e,21.0,26.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
5c4b2d12f1,39.0,100.0,7e6640bfe0,991c4998fb,b18c21407b,20190601,0
ca0ba9643a,23.0,129.0,5f8ca0f83b,d36d84f51a,,20190601,0
5bd5b3ff67,21.0,14.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
4bf9a78f8c,34.0,177.0,7e6640bfe0,915be3a7a4,,20190601,0
63fe33642f,40.0,173.0,5f8ca0f83b,b026b8ee68,44af6626d6,20190601,0
abe9e3c046,26.0,207.0,5f8ca0f83b,991c4998fb,44af6626d6,20190601,0
c5c5570df2,36.0,202.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
716270656a,43.0,225.0,7e6640bfe0,991c4998fb,44af6626d6,20190601,0
6914147bb2,26.0,56.0,7e6640bfe0,991c4998fb,ba91c4a92b,20190601,0
